Name,Email,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing Name,Billing Street,Billing Address1,Billing Address2,Billing Company,Billing City,Billing Zip,Billing Province,Billing Country,Billing Phone,Shipping Name,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Shipping Phone,Notes,Note Attributes,Cancelled at,Payment Method,Payment Reference,Refunded Amount,Vendor,Outstanding Balance,Employee,Location,Device ID,Id,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Phone,Receipt Number,Duties,Billing Province Name,Shipping Province Name,Payment ID,Payment Terms Name,Next Payment Due At,Payment References
#1136,egnition_sample_8865@egnition.com,paid,,unfulfilled,,no,USD,30.00,0.00,0.00,30.00,"",0.00,"",2026-05-06 07:37:14 -0400,1,NIKE | SWOOSH PRO FLAT PEAK CAP - OS / white,30.00,,NK-03-OS-white,false,true,pending,Saul Veum,30 Legiendamm street,30 Legiendamm street,,,Berlin,'10117,,DE,+4930902451,Lisette Sawayn,16 Merchants Row,16 Merchants Row,,,Boston,'02109,MA,US,+15123457918,,"",,"","",0.00,NIKE,30.00,,,,6682737311972,"clothes, egnition-sample-data",Low,1608003,0.00,,,,,,,,,,,,,,,Massachusetts,,,,
#1135,egnition_sample_2521@egnition.com,refunded,,unfulfilled,,no,USD,119.95,0.00,0.00,119.95,"",0.00,"",2026-05-06 07:35:55 -0400,1,VANS | CLASSIC SLIP-ON (PERFORATED SUEDE) - 4 / beige,119.95,,VN-09-4-beige,false,true,pending,Julia Heller,22 Boulevard Chave,22 Boulevard Chave,,,13,'13005,,FR,+33490206201,Edward Wunsch,14 Damfaret St,14 Damfaret St,,,Oslo,'0890,,NO,+4792910783,,"",,"","",0.00,VANS,119.95,,,,6682736165092,"clothes, egnition-sample-data",Low,1608003,0.00,,,,,,,,,,,,,,,,,,,
#1134,egnition_sample_8865@egnition.com,refunded,,unfulfilled,,no,USD,368.95,0.00,0.00,368.95,"",0.00,"",2026-05-06 07:35:52 -0400,1,HERSCHEL | IONA - OS / black,119.95,,H-01-OS-black,false,true,pending,Orville Batz,"P.O. Box 550, 344 Et Rd.","P.O. Box 550, 344 Et Rd.",,,Saint-Lo,'46597,,DM,+18094528901,Lesley Schowalter,10 Cahill Street,10 Cahill Street,,,San Jose,'95156,CA,US,+15123325073,,"",,"","",0.00,HERSCHEL,368.95,,,,6682736001252,"clothes, egnition-sample-data",Low,1608003,0.00,,,,,,,,,,,,,,,California,,,,
#1134,egnition_sample_8865@egnition.com,,,,,,,,,,,,,,2026-05-06 07:35:52 -0400,1,ASICS TIGER | GEL-LYTE V '30 YEARS OF GEL' PACK - 4 / black,220.00,"",AsTi-01-4-black,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,ASICS TIGER,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1134,egnition_sample_8865@egnition.com,,,,,,,,,,,,,,2026-05-06 07:35:52 -0400,1,VANS |AUTHENTIC | LO PRO | BURGANDY/WHITE - 4 / burgandy,29.00,"",VN-01-4-burgandy,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,VANS,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1133,egnition_sample_3722@egnition.com,paid,,unfulfilled,,no,USD,349.00,0.00,0.00,349.00,"",0.00,"",2026-05-06 07:35:49 -0400,1,CONVERSE | CHUCK TAYLOR ALL STAR LO - 3 / white,100.00,,C-01-3-white,false,true,pending,Edward Wunsch,14 Damfaret St,14 Damfaret St,,,Oslo,'0890,,NO,+4792910783,Lesley Schowalter,10 Cahill Street,10 Cahill Street,,,San Jose,'95156,CA,US,+15123325073,,"",,"","",0.00,CONVERSE,349.00,,,,6682735968484,"clothes, egnition-sample-data",Low,1608003,0.00,,,,,,,,,,,,,,,California,,,,
#1133,egnition_sample_3722@egnition.com,,,,,,,,,,,,,,2026-05-06 07:35:49 -0400,1,DR MARTENS | 1460Z DMC 8-EYE BOOT | CHERRY SMOOTH - 3 / red,249.00,"",DM-03-3-red,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,DR MARTENS,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1132,egnition_sample_3315@egnition.com,paid,,unfulfilled,,no,USD,279.00,0.00,0.00,279.00,"",0.00,"",2026-05-06 07:35:46 -0400,1,ADIDAS | CLASSIC BACKPACK | LEGEND INK MULTICOLOUR - OS / blue,50.00,,"AD-04
-OS-blue",false,true,pending,Lesley Schowalter,10 Cahill Street,10 Cahill Street,,,San Jose,'95156,CA,US,+15123325073,Orville Batz,"P.O. Box 550, 344 Et Rd.","P.O. Box 550, 344 Et Rd.",,,Saint-Lo,'46597,,DM,+18094528901,,"",,"","",0.00,ADIDAS,279.00,,,,6682735902948,"clothes, egnition-sample-data",Low,1608003,0.00,,,,,,,,,,,,,,California,,,,,
#1132,egnition_sample_3315@egnition.com,,,,,,,,,,,,,,2026-05-06 07:35:46 -0400,1,DR MARTENS | 1461 DMC 3-EYE SHOE | BLACK SMOOTH - 5 / black,229.00,"",DM-01-5-black,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,DR MARTENS,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1131,egnition_sample_3315@egnition.com,paid,,unfulfilled,,no,USD,388.95,0.00,0.00,388.95,"",0.00,"",2026-05-06 07:35:43 -0400,1,VANS | AUTHENTIC (BUTTERFLY) TRUE | WHITE / BLACK - 4 / white,109.95,,VN-03-4-white,false,true,pending,Saul Veum,30 Legiendamm street,30 Legiendamm street,,,Berlin,'10117,,DE,+4930902451,Orville Batz,"P.O. Box 550, 344 Et Rd.","P.O. Box 550, 344 Et Rd.",,,Saint-Lo,'46597,,DM,+18094528901,,"",,"","",0.00,VANS,388.95,,,,6682735837412,"clothes, egnition-sample-data",Low,1608003,0.00,,,,,,,,,,,,,,,,,,,
#1131,egnition_sample_3315@egnition.com,,,,,,,,,,,,,,2026-05-06 07:35:43 -0400,1,ADIDAS | CLASSIC BACKPACK | LEGEND INK MULTICOLOUR - OS / blue,50.00,"","AD-04
-OS-blue",false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,ADIDAS,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1131,egnition_sample_3315@egnition.com,,,,,,,,,,,,,,2026-05-06 07:35:43 -0400,1,DR MARTENS | CAVENDISH 3-EYE SHOE BLACK - 4 / black,229.00,"",DM-02-4-black,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,DR MARTENS,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1130,egnition_sample_1473@egnition.com,refunded,,unfulfilled,,no,USD,240.00,0.00,0.00,240.00,"",0.00,"",2026-05-06 07:34:24 -0400,1,NIKE | TODDLER ROSHE ONE - 4 / black,70.00,,NK-02-4-black,false,true,pending,Saul Veum,30 Legiendamm street,30 Legiendamm street,,,Berlin,'10117,,DE,+4930902451,Lesley Schowalter,10 Cahill Street,10 Cahill Street,,,San Jose,'95156,CA,US,+15123325073,,"",,"","",0.00,NIKE,240.00,,,,6682734461156,"clothes, egnition-sample-data",Low,1608003,0.00,,,,,,,,,,,,,,,California,,,,
#1130,egnition_sample_1473@egnition.com,,,,,,,,,,,,,,2026-05-06 07:34:24 -0400,1,ADIDAS | SUPERSTAR 80S - 5 / white,170.00,"",AD-01-5-white,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,ADIDAS,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1129,egnition_sample_4200@egnition.com,pending,,unfulfilled,,no,USD,50.00,0.00,0.00,50.00,"",0.00,"",2026-05-06 07:34:22 -0400,1,ADIDAS | CLASSIC BACKPACK | LEGEND INK MULTICOLOUR - OS / blue,50.00,,"AD-04
-OS-blue",false,true,pending,Agustin Tromp,11 Pilgrim St,11 Pilgrim St,,,London,EC4V 6RN,ENG,GB,+441212121560,Edward Wunsch,14 Damfaret St,14 Damfaret St,,,Oslo,'0890,,NO,+4792910783,,"",,"","",0.00,ADIDAS,50.00,,,,6682734330084,"clothes, egnition-sample-data",Low,1608003,0.00,,,,,,,,,,,,,,England,,,,,
#1128,egnition_sample_3315@egnition.com,refunded,,unfulfilled,,no,USD,249.00,0.00,0.00,249.00,"",0.00,"",2026-05-06 07:34:19 -0400,1,DR MARTENS | 1460Z DMC 8-EYE BOOT | CHERRY SMOOTH - 3 / red,249.00,,DM-03-3-red,false,true,pending,Reilly Ebert,1 La Rambla street,1 La Rambla street,,,Barcelona,'08002,B,ES,+34789214892,Woodrow Mosciski,4 Mooney St,4 Mooney St,,,Dallas,'65725,TX,US,+15123325690,,"",,"","",0.00,DR MARTENS,249.00,,,,6682734231780,"clothes, egnition-sample-data",Low,1608003,0.00,,,,,,,,,,,,,,Barcelona,Texas,,,,
#1127,egnition_sample_2922@egnition.com,paid,,unfulfilled,,no,USD,179.90,0.00,0.00,179.90,"",0.00,"",2026-05-06 07:34:16 -0400,1,VANS APPAREL AND ACCESSORIES | CLASSIC SUPER NO SHOW SOCKS 3 PACK WHITE - 9.5-13 / white,19.95,,VN-10-9.5-13-white,false,true,pending,Woodrow Mosciski,4 Mooney St,4 Mooney St,,,Dallas,'65725,TX,US,+15123325690,Edward Wunsch,14 Damfaret St,14 Damfaret St,,,Oslo,'0890,,NO,+4792910783,,"",,"","",0.00,VANS,179.90,,,,6682734133476,"clothes, egnition-sample-data",Low,1608003,0.00,,,,,,,,,,,,,,Texas,,,,,
#1127,egnition_sample_2922@egnition.com,,,,,,,,,,,,,,2026-05-06 07:34:16 -0400,1,PALLADIUM | PALLATECH HI TX | CHEVRON - 9 / red,159.95,"","PAL-01
-9-red",false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,PALLADIUM,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1126,egnition_sample_2922@egnition.com,paid,,unfulfilled,,no,USD,299.95,0.00,0.00,299.95,"",0.00,"",2026-05-06 07:34:13 -0400,1,NIKE | CRACKLE PRINT TB TEE - s / blue,40.00,,NK-01-s-blue,false,true,pending,Orville Batz,"P.O. Box 550, 344 Et Rd.","P.O. Box 550, 344 Et Rd.",,,Saint-Lo,'46597,,DM,+18094528901,Edward Wunsch,14 Damfaret St,14 Damfaret St,,,Oslo,'0890,,NO,+4792910783,,"",,"","",0.00,NIKE,299.95,,,,6682734100708,"clothes, egnition-sample-data",Low,1608003,0.00,,,,,,,,,,,,,,,,,,,
#1126,egnition_sample_2922@egnition.com,,,,,,,,,,,,,,2026-05-06 07:34:13 -0400,1,CONVERSE | CHUCK TAYLOR ALL STAR II HI - 4 / black,140.00,"",C-02-4-black,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,CONVERSE,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1126,egnition_sample_2922@egnition.com,,,,,,,,,,,,,,2026-05-06 07:34:13 -0400,1,"VANS |
ERA 59 MOROCCAN | GEO/DRESS BLUES - 8 / blue",119.95,"",VN-04-8-blue,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,VANS,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1125,egnition_sample_2922@egnition.com,refunded,,unfulfilled,,no,USD,170.00,0.00,0.00,170.00,"",0.00,"",2026-05-06 07:32:55 -0400,1,ADIDAS | SUPERSTAR 80S - 5 / white,170.00,,AD-01-5-white,false,true,pending,Saul Veum,30 Legiendamm street,30 Legiendamm street,,,Berlin,'10117,,DE,+4930902451,Lesley Schowalter,10 Cahill Street,10 Cahill Street,,,San Jose,'95156,CA,US,+15123325073,,"",,"","",0.00,ADIDAS,170.00,,,,6682732626148,"clothes, egnition-sample-data",Low,1608003,0.00,,,,,,,,,,,,,,,California,,,,
#1124,egnition_sample_8865@egnition.com,refunded,,unfulfilled,,no,USD,189.90,0.00,0.00,189.90,"",0.00,"",2026-05-06 07:32:52 -0400,1,VANS APPAREL AND ACCESSORIES | CLASSIC SUPER NO SHOW SOCKS 3 PACK WHITE - 9.5-13 / white,19.95,,VN-10-9.5-13-white,false,true,pending,Orville Batz,"P.O. Box 550, 344 Et Rd.","P.O. Box 550, 344 Et Rd.",,,Saint-Lo,'46597,,DM,+18094528901,Leonie Ortiz,1 College St,1 College St,,,Sydney,'2000,NSW,AU,+61423455419,,"",,"","",0.00,VANS,189.90,,,,6682732593380,"clothes, egnition-sample-data",Low,1608003,0.00,,,,,,,,,,,,,,,New South Wales,,,,
#1124,egnition_sample_8865@egnition.com,,,,,,,,,,,,,,2026-05-06 07:32:52 -0400,1,NIKE | TODDLER ROSHE ONE - 4 / black,70.00,"",NK-02-4-black,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,NIKE,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1124,egnition_sample_8865@egnition.com,,,,,,,,,,,,,,2026-05-06 07:32:52 -0400,1,VANS | AUTHENTIC | (MULTI EYELETS) | GRADIENT/CRIMSON - 5 / red,99.95,"",VN-02-5-red,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,VANS,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1123,egnition_sample_4950@egnition.com,paid,,unfulfilled,,no,USD,179.95,0.00,0.00,179.95,"",0.00,"",2026-05-06 07:32:49 -0400,1,VANS | SK8-HI DECON (CUTOUT)| LEAVES/WHITE - 4 / white,179.95,,"VN-05
-4-white",false,true,pending,Agustin Tromp,11 Pilgrim St,11 Pilgrim St,,,London,EC4V 6RN,ENG,GB,+441212121560,Edward Wunsch,14 Damfaret St,14 Damfaret St,,,Oslo,'0890,,NO,+4792910783,,"",,"","",0.00,VANS,179.95,,,,6682732560612,"clothes, egnition-sample-data",Low,1608003,0.00,,,,,,,,,,,,,,England,,,,,
#1122,egnition_sample_3306@egnition.com,paid,,unfulfilled,,no,USD,29.00,0.00,0.00,29.00,"",0.00,"",2026-05-06 07:32:47 -0400,1,VANS |AUTHENTIC | LO PRO | BURGANDY/WHITE - 4 / burgandy,29.00,,VN-01-4-burgandy,false,true,pending,Orville Batz,"P.O. Box 550, 344 Et Rd.","P.O. Box 550, 344 Et Rd.",,,Saint-Lo,'46597,,DM,+18094528901,Lisette Sawayn,16 Merchants Row,16 Merchants Row,,,Boston,'02109,MA,US,+15123457918,,"",,"","",0.00,VANS,29.00,,,,6682732495076,"clothes, egnition-sample-data",Low,1608003,0.00,,,,,,,,,,,,,,,Massachusetts,,,,
#1121,egnition_sample_5234@egnition.com,refunded,,unfulfilled,,no,USD,70.00,0.00,0.00,70.00,"",0.00,"",2026-05-06 07:32:44 -0400,1,CONVERSE | TODDLER CHUCK TAYLOR ALL STAR AXEL MID - 5 / black,70.00,,C-03-5-black,false,true,pending,Agustin Tromp,11 Pilgrim St,11 Pilgrim St,,,London,EC4V 6RN,ENG,GB,+441212121560,Orville Batz,"P.O. Box 550, 344 Et Rd.","P.O. Box 550, 344 Et Rd.",,,Saint-Lo,'46597,,DM,+18094528901,,"",,"","",0.00,CONVERSE,70.00,,,,6682732364004,"clothes, egnition-sample-data",Low,1608003,0.00,,,,,,,,,,,,,,England,,,,,
#1033,egnition_sample_8209@egnition.com,pending,,unfulfilled,,no,USD,72.98,0.00,0.00,72.98,"",0.00,"",2026-05-06 00:48:02 -0400,1,HEXBUG BattleBots Rivals,65.99,,TOY262,false,true,pending,Ashley Spencer,Ap #332-1748 Enim Rd.,Ap #332-1748 Enim Rd.,,,OK City,'4378,,SN,+221339518705,Shanie Donnelly,Ap #797-9093 Lorem Rd.,Ap #797-9093 Lorem Rd.,,,Gladstone,'99925,,EE,+3724405492,,"",2026-05-06 06:58:10 -0400,"","",0.00,HEXBUG,72.98,,,,6682376274148,"egnition-sample-data, toys",Low,1608003,0.00,,,,,,,,,,,,,,,,,,,
#1033,egnition_sample_8209@egnition.com,,,,,,,,,,,,,,2026-05-06 00:48:02 -0400,1,Disney Pixar Cars 3 Deluxe Red Vehicle,6.99,"",TOY289,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,DISNEY,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
