title,body,rating,review_date,source,curated,reviewer_name,reviewer_email,product_id,product_handle,reply,reply_date,picture_urls,ip_address,location,metaobject_handle
Average quality,"Shipping was fast, but the item itself is just okay. It fits the description but nothing more.",3,2026-01-12 07:16:23 UTC,wizard,ok,Louvenia Schiller,egnition_sample_7133@egnition.com,9027415769316.0,dinotrux-shadow-ty-rux-character,,,,,,review-803df039-c1db-441f-a489-233c585fc679
Average quality,"Shipping was fast, but the item itself is just okay. It fits the description but nothing more.",3,2025-06-18 07:16:23 UTC,wizard,ok,Ayumu Hirano,ayumu.hirano@example.com,9027416195300.0,dinotrux-skrap-it-and-waldo-character-2-pack,,,,,,review-b9139408-1fc3-4a1d-ba28-bb4bfbe583ff
Subpar material,"Honestly, I'm quite disappointed. The material feels much cheaper than the photos suggested and it's already showing wear.",2,2025-08-06 07:16:23 UTC,wizard,ok,Dixie Schmeler,egnition_sample_9903@egnition.com,9027415769316.0,dinotrux-shadow-ty-rux-character,,,,,,review-3f8954e7-96df-44ba-a90f-9632fb95bdde
Subpar material,Save your money. There are better alternatives out there. This one started having issues within the first few days.,1,2025-07-27 07:16:23 UTC,wizard,ok,Hettie Bogisich,egnition_sample_8915@egnition.com,9027415408868.0,dinotrux-rollodon-die-cast-character,,,,,,review-df7c5bed-57c1-4264-911c-8ce8d210b023
Subpar material,Save your money. There are better alternatives out there. This one started having issues within the first few days.,1,2025-05-15 07:16:23 UTC,wizard,ok,Caden O'Connell,egnition_sample_0113@egnition.com,9027414851812.0,dinotrux-large-scale-garby-character,,,,,,review-02dc4b02-9ac0-4e07-adf8-1c86e2fa609b
Decent enough,"It's a decent product for the price, but don't expect anything mind-blowing. It works fine for basic needs.",3,2025-07-06 07:16:23 UTC,wizard,ok,Luella Mohr,egnition_sample_7426@egnition.com,9027415408868.0,dinotrux-rollodon-die-cast-character,,,,,,review-50feae7d-bab6-418b-b09e-40dc9c9b1091
Mixed feelings,"Good enough, but I feel like it could be a bit more sturdy. I'll keep it, but I'm not totally in love with it.",3,2025-12-12 07:16:23 UTC,wizard,ok,Jamaal Gusikowski,egnition_sample_2295@egnition.com,9027415113956.0,dinotrux-revvit-and-tortool-character-2-pack,,,,,,review-2e528b25-350e-4248-af0c-3669dc4ff975
Surprised by the quality,Arrived earlier than expected! It looks great and functions perfectly. Definitely worth the price point.,5,2025-11-14 07:16:23 UTC,wizard,ok,Gillian Wilderman,egnition_sample_5781@egnition.com,9027415113956.0,dinotrux-revvit-and-tortool-character-2-pack,,,,,,review-95804d76-1bd3-4761-a78a-387985246e84
Regret this purchase,"I really wanted to like this, but it arrived with a slight defect. Customer service was okay, but the product isn't great.",2,2026-01-09 07:16:23 UTC,wizard,ok,Keith Abernathy,egnition_sample_4290@egnition.com,9027414851812.0,dinotrux-large-scale-garby-character,,,,,,review-474225c5-2faf-4bba-91b5-b093944ce106
Surprised by the quality,Solid product. It has a premium feel to it and the packaging was very secure. Would definitely buy again.,4,2025-05-18 07:16:23 UTC,wizard,ok,Alexandra Hill,egnition_sample_4088@egnition.com,9027414851812.0,dinotrux-large-scale-garby-character,,,,,,review-b65ea1f5-c369-403d-953f-ab6c8b004149
It is okay,"The quality is acceptable, though there are a few minor finishing issues. It does what it's supposed to do.",3,2025-12-12 07:16:23 UTC,wizard,ok,Reilly Ebert,egnition_sample_5234@egnition.com,9027414851812.0,dinotrux-large-scale-garby-character,,,,,,review-91c59d55-2f48-4884-93bc-3b21d6d234aa
Average quality,"Good enough, but I feel like it could be a bit more sturdy. I'll keep it, but I'm not totally in love with it.",3,2025-11-18 07:16:23 UTC,wizard,ok,Louvenia Schiller,egnition_sample_7133@egnition.com,9027414622436.0,dinotrux-dozer-die-cast-character,,,,,,review-7b7afd99-b850-4bb4-9f67-a52b52a45ee4
Issues from day one,"Honestly, I'm quite disappointed. The material feels much cheaper than the photos suggested and it's already showing wear.",1,2026-01-10 07:16:23 UTC,wizard,ok,Hertha Rau,egnition_sample_8789@egnition.com,9027414622436.0,dinotrux-dozer-die-cast-character,,,,,,review-248f4302-0186-4636-9684-004c9f1165db
Disappointing,The description was a bit misleading. It's much smaller than expected and the performance is subpar.,2,2026-04-28 07:16:23 UTC,wizard,ok,Julia Heller,egnition_sample_4950@egnition.com,9027413967076.0,dinotrux-diecast-dragonflopter-vehicle,,,,,,review-895984af-a1e2-4dbf-8861-2ea4ea1529c3
Actually really good,Exactly what I was looking for. I've tried other brands before but this one feels much more durable.,5,2025-06-17 07:16:23 UTC,wizard,ok,Brett Dicki,egnition_sample_8235@egnition.com,9027414261988.0,dinotrux-ace-and-click-clack-character-2-pack,,,,,,review-b5c95ab6-4211-4086-96e2-0b22837693ee
Issues from day one,"I really wanted to like this, but it arrived with a slight defect. Customer service was okay, but the product isn't great.",2,2025-12-26 07:16:23 UTC,wizard,ok,Julia Heller,egnition_sample_4950@egnition.com,9027414261988.0,dinotrux-ace-and-click-clack-character-2-pack,,,,,,review-6ac79856-a79c-4d98-8bef-ee670a56a2b0
Disappointing,"Honestly, I'm quite disappointed. The material feels much cheaper than the photos suggested and it's already showing wear.",2,2025-08-01 07:16:23 UTC,wizard,ok,Hettie Bogisich,egnition_sample_8915@egnition.com,9027414261988.0,dinotrux-ace-and-click-clack-character-2-pack,,,,,,review-aa8674af-c7da-4270-a473-f0c4ea8ab702
Subpar material,"I really wanted to like this, but it arrived with a slight defect. Customer service was okay, but the product isn't great.",2,2025-09-03 07:16:23 UTC,wizard,ok,Madelynn Hauck,egnition_sample_2826@egnition.com,9027413967076.0,dinotrux-diecast-dragonflopter-vehicle,,,,,,review-c2bba2cb-a8d0-4d91-9804-7592ea17c999
Value for money,Exactly what I was looking for. I've tried other brands before but this one feels much more durable.,4,2026-02-08 07:16:23 UTC,wizard,ok,Colton Roob,egnition_sample_1089@egnition.com,9027413672164.0,nerf-n-strike-elite-accustrike-series-falconfire-blaster,,,,,,review-562fe3bd-2f94-4e7a-b2e5-9a9213b93b3b
Disappointing,Save your money. There are better alternatives out there. This one started having issues within the first few days.,2,2025-11-25 07:16:23 UTC,wizard,ok,Aglae Cassin,egnition_sample_9805@egnition.com,9027413246180.0,nerf-modulus-recon-mk11,,,,,,review-2676e95b-0344-4e00-9d8b-cc9dfa58ce60
A solid purchase,Arrived earlier than expected! It looks great and functions perfectly. Definitely worth the price point. Only downside was the slightly long shipping time.,5,2026-02-12 07:16:23 UTC,wizard,ok,Lenna Bernhard,egnition_sample_6067@egnition.com,9027413246180.0,nerf-modulus-recon-mk11,,,,,,review-72d3d239-683a-48ef-a06e-9605fe293d14
Disappointing,"I really wanted to like this, but it arrived with a slight defect. Customer service was okay, but the product isn't great.",1,2025-11-10 07:16:23 UTC,wizard,ok,Brendon Schneider,egnition_sample_2630@egnition.com,9027413246180.0,nerf-modulus-recon-mk11,,,,,,review-3d849926-73d8-459f-94ee-0414eccb0ff5
Does the job,"Shipping was fast, but the item itself is just okay. It fits the description but nothing more.",3,2025-09-30 07:16:23 UTC,wizard,ok,Colton Roob,egnition_sample_1089@egnition.com,9027413672164.0,nerf-n-strike-elite-accustrike-series-falconfire-blaster,,,,,,review-531e7b6a-d509-44b0-96bb-55bf94ae4571
Actually really good,Exactly what I was looking for. I've tried other brands before but this one feels much more durable.,4,2025-12-16 07:16:23 UTC,wizard,ok,Johnnie Von,egnition_sample_0991@egnition.com,9027412820196.0,nerf-modulus-tri-strike-blaster-toy,,,,,,review-2bec9cef-f4f8-4e48-ad56-552a57d6ffbf
Subpar material,Save your money. There are better alternatives out there. This one started having issues within the first few days.,1,2026-01-05 07:16:23 UTC,wizard,ok,Anahi Von,egnition_sample_7880@egnition.com,9027412820196.0,nerf-modulus-tri-strike-blaster-toy,,,,,,review-f30f367b-0ff7-4021-97ea-99eef28c8059
Exceeded expectations,Arrived earlier than expected! It looks great and functions perfectly. Definitely worth the price point. Only downside was the slightly long shipping time.,5,2025-09-26 07:16:23 UTC,wizard,ok,Jamaal Gusikowski,egnition_sample_2295@egnition.com,9027412820196.0,nerf-modulus-tri-strike-blaster-toy,,,,,,review-f8975787-4979-4bbe-96dc-b4b3970e8ae0
Disappointing,"I really wanted to like this, but it arrived with a slight defect. Customer service was okay, but the product isn't great.",1,2025-09-20 07:16:23 UTC,wizard,ok,Madelynn Hauck,egnition_sample_2826@egnition.com,9027412820196.0,nerf-modulus-tri-strike-blaster-toy,,,,,,review-630f62b9-0bac-4ed5-8b80-3e3c5f89f262
Poor experience,"Honestly, I'm quite disappointed. The material feels much cheaper than the photos suggested and it's already showing wear.",2,2025-08-19 07:16:23 UTC,wizard,ok,Ayumu Hirano,ayumu.hirano@example.com,9027412558052.0,nerf-microshots-n-strike-elite-strongarm,,,,,,review-300f4285-b464-4fa4-bcee-bf5bf451b9ea
Subpar material,The description was a bit misleading. It's much smaller than expected and the performance is subpar.,2,2025-06-26 07:16:23 UTC,wizard,ok,Darlene Hartmann,egnition_sample_7284@egnition.com,9027412558052.0,nerf-microshots-n-strike-elite-strongarm,,,,,,review-b25fb5b6-60ba-4d48-8ddf-4b6f7f55e1fb
Mixed feelings,"It's a decent product for the price, but don't expect anything mind-blowing. It works fine for basic needs.",3,2026-04-03 07:16:23 UTC,wizard,ok,Sherman Feest,egnition_sample_1251@egnition.com,9027412000996.0,nerf-n-strike-elite-hyperfire-blaster,,,,,,review-3dda6634-1955-40a2-bd67-55966e745f89
Regret this purchase,"I really wanted to like this, but it arrived with a slight defect. Customer service was okay, but the product isn't great.",2,2025-06-29 07:16:23 UTC,wizard,ok,Lesley Schowalter,egnition_sample_4200@egnition.com,9027412361444.0,nerf-modulus-ecs-10-blaster-toy,,,,,,review-cf3d6c28-d7dc-4938-8af2-93e729523323
Value for money,Exactly what I was looking for. I've tried other brands before but this one feels much more durable.,5,2025-06-01 07:16:23 UTC,wizard,ok,Adalberto Rosenbaum,egnition_sample_0122@egnition.com,9027412558052.0,nerf-microshots-n-strike-elite-strongarm,,,,,,review-7285cc5f-a39f-4b16-a218-4168f3481f0e
It is okay,"Shipping was fast, but the item itself is just okay. It fits the description but nothing more.",3,2026-03-23 07:16:23 UTC,wizard,ok,Kacey Shields,egnition_sample_8209@egnition.com,9027412361444.0,nerf-modulus-ecs-10-blaster-toy,,,,,,review-ce8c8dd3-cec7-4375-8ba3-b4afdc6b2eb2
Value for money,Exactly what I was looking for. I've tried other brands before but this one feels much more durable.,4,2026-01-04 07:16:23 UTC,wizard,ok,Madisyn Romaguera,egnition_sample_1637@egnition.com,9027411771620.0,hasbro-nerf-elite-triad,,,,,,review-2bffca35-59ef-4ef8-a9a7-2c96d504d4e1
Exceeded expectations,Arrived earlier than expected! It looks great and functions perfectly. Definitely worth the price point.,4,2025-12-14 07:16:23 UTC,wizard,ok,Mikel Koepp,egnition_sample_4841@egnition.com,9027411771620.0,hasbro-nerf-elite-triad,,,,,,review-4a47bcba-479a-4e7a-a92c-8e8b0dcc111b
Issues from day one,Save your money. There are better alternatives out there. This one started having issues within the first few days.,1,2025-10-19 07:16:23 UTC,wizard,ok,Erica Pouros,egnition_sample_4182@egnition.com,9027411771620.0,hasbro-nerf-elite-triad,,,,,,review-0eeada5d-3889-477e-99ad-440444f11596
Decent enough,"The quality is acceptable, though there are a few minor finishing issues. It does what it's supposed to do.",3,2026-04-25 07:16:23 UTC,wizard,ok,Adalberto Rosenbaum,egnition_sample_0122@egnition.com,9027411476708.0,nerf-modulus-stockshot-blaster,,,,,,review-a46647af-90f5-414e-a513-ba1252a0ddfe
Actually really good,Solid product. It has a premium feel to it and the packaging was very secure. Would definitely buy again.,5,2025-07-17 07:16:23 UTC,wizard,ok,Sherman Feest,egnition_sample_1251@egnition.com,9027411771620.0,hasbro-nerf-elite-triad,,,,,,review-97c592a4-52e3-4099-8c9e-d2b9e1f1a034
Decent enough,"It's a decent product for the price, but don't expect anything mind-blowing. It works fine for basic needs.",3,2026-03-31 07:16:23 UTC,wizard,ok,Florida Leffler,egnition_sample_1011@egnition.com,9027411214564.0,nerf-n-strike-elite-jolt-blaster,,,,,,review-d926a4e9-8c34-4a3f-bded-5cc8d0d6487d
Not worth it,Save your money. There are better alternatives out there. This one started having issues within the first few days.,2,2026-02-24 07:16:23 UTC,wizard,ok,Dixie Schmeler,egnition_sample_9903@egnition.com,9027411214564.0,nerf-n-strike-elite-jolt-blaster,,,,,,review-77e98563-266b-45a7-8d13-d872de8722db
Exceeded expectations,Solid product. It has a premium feel to it and the packaging was very secure. Would definitely buy again. Only downside was the slightly long shipping time.,4,2025-11-27 07:16:23 UTC,wizard,ok,Juliana Bogisich,egnition_sample_1818@egnition.com,9027411214564.0,nerf-n-strike-elite-jolt-blaster,,,,,,review-61ead28c-8024-4f9e-98b1-97fa36054a6a
Regret this purchase,Save your money. There are better alternatives out there. This one started having issues within the first few days.,1,2026-03-19 07:16:23 UTC,wizard,ok,Cortney Ritchie,egnition_sample_4918@egnition.com,9027411214564.0,nerf-n-strike-elite-jolt-blaster,,,,,,review-909e9ab6-fc4a-454c-87a6-303fadbb65dc
Poor experience,"Honestly, I'm quite disappointed. The material feels much cheaper than the photos suggested and it's already showing wear.",2,2025-06-27 07:16:23 UTC,wizard,ok,Alexandrine Veum,egnition_sample_2376@egnition.com,9027410821348.0,nerf-n-strike-elite-retaliator-blaster-toy,,,,,,review-2724acf6-b57e-4524-8fb4-2fbb9e588d26
Not worth it,"The design is nice, but save your money. there are better alternatives out there. this one started having issues within the first few days.",1,2025-07-30 07:16:23 UTC,wizard,ok,Reilly Ebert,egnition_sample_5234@egnition.com,9027410428132.0,nintendo-hdmi-game-consoles,,,,,,review-01a3fb3f-d5ee-4080-84af-fb7aeb1a8a22
Subpar material,"I really wanted to like this, but it arrived with a slight defect. Customer service was okay, but the product isn't great.",1,2025-12-06 07:16:23 UTC,wizard,ok,Luella Mohr,egnition_sample_7426@egnition.com,9027410428132.0,nintendo-hdmi-game-consoles,,,,,,review-73f695f8-71b4-45df-a023-3084563adf44
Could be better,"The quality is acceptable, though there are a few minor finishing issues. It does what it's supposed to do.",3,2025-07-20 07:16:23 UTC,wizard,ok,Jarret Nikolaus,egnition_sample_4453@egnition.com,9027410165988.0,gamesir-f1-joystick,,,,,,review-4b148edb-ea81-47ce-ae8d-3e96440aca16
Surprised by the quality,Arrived earlier than expected! It looks great and functions perfectly. Definitely worth the price point. Only downside was the slightly long shipping time.,4,2025-11-11 07:16:23 UTC,wizard,ok,Hertha Rau,egnition_sample_8789@egnition.com,9027410428132.0,nintendo-hdmi-game-consoles,,,,,,review-8753e651-d8da-47ee-bd50-819cb5dc472e
Mixed feelings,"Shipping was fast, but the item itself is just okay. It fits the description but nothing more.",3,2025-07-22 07:16:23 UTC,wizard,ok,Caden O'Connell,egnition_sample_0113@egnition.com,9027410165988.0,gamesir-f1-joystick,,,,,,review-592c41c5-b034-4c42-8400-4b188ba58280
Does the job,"It's a decent product for the price, but don't expect anything mind-blowing. It works fine for basic needs.",3,2026-02-28 07:16:23 UTC,wizard,ok,Heloise Murazik,egnition_sample_3331@egnition.com,9027392930020.0,herschel-iona,,,,,,review-9f442df4-3c6c-475c-99dc-5df35431de2b
Could be better,"It's a decent product for the price, but don't expect anything mind-blowing. It works fine for basic needs.",3,2025-12-22 07:16:23 UTC,wizard,ok,Erica Pouros,egnition_sample_4182@egnition.com,9027392930020.0,herschel-iona,,,,,,review-61a17698-1dd5-4ab7-a7ef-c3da1f266a57
Subpar material,Save your money. There are better alternatives out there. This one started having issues within the first few days.,1,2025-10-04 07:16:23 UTC,wizard,ok,Keith Abernathy,egnition_sample_4290@egnition.com,9027392897252.0,vans-apparel-and-accessories-classic-super-no-show-socks-3-pack-white,,,,,,review-8e10b1bc-4d09-428e-9eda-a8c3a7f761b0
Issues from day one,"The design is nice, but honestly, i'm quite disappointed. the material feels much cheaper than the photos suggested and it's already showing wear.",1,2026-01-03 07:16:23 UTC,wizard,ok,Madisyn Romaguera,egnition_sample_1637@egnition.com,9027392897252.0,vans-apparel-and-accessories-classic-super-no-show-socks-3-pack-white,,,,,,review-56429e8d-4829-464b-997b-716409ed15c7
Value for money,"I was skeptical at first, but after using it for a week, I'm genuinely impressed. The build quality is top-notch. Only downside was the slightly long shipping time.",5,2025-09-24 07:16:23 UTC,wizard,ok,Edward Wunsch,egnition_sample_8865@egnition.com,9027392897252.0,vans-apparel-and-accessories-classic-super-no-show-socks-3-pack-white,,,,,,review-83a5eefd-af28-4363-85eb-0cfc9380c6bb
Issues from day one,"I really wanted to like this, but it arrived with a slight defect. Customer service was okay, but the product isn't great.",2,2026-02-07 07:16:23 UTC,wizard,ok,Jose Treutel,egnition_sample_1884@egnition.com,9027392504036.0,vans-old-skool-butterfly-true-white-black,,,,,,review-25e96f49-eb1b-418a-91e1-d4b8bc684b06
Surprised by the quality,Exactly what I was looking for. I've tried other brands before but this one feels much more durable.,5,2026-04-22 07:16:23 UTC,wizard,ok,Jesus Muller,egnition_sample_9039@egnition.com,9027392504036.0,vans-old-skool-butterfly-true-white-black,,,,,,review-2150dc69-4cda-4071-9ec1-c07443888380
Value for money,"I was skeptical at first, but after using it for a week, I'm genuinely impressed. The build quality is top-notch. Only downside was the slightly long shipping time.",5,2025-06-23 07:16:23 UTC,wizard,ok,Thaddeus Sipes,egnition_sample_8211@egnition.com,9027392504036.0,vans-old-skool-butterfly-true-white-black,,,,,,review-04a71992-4c64-41e5-a8d9-180cdda872e1
Exceeded expectations,Solid product. It has a premium feel to it and the packaging was very secure. Would definitely buy again.,5,2025-11-27 07:16:23 UTC,wizard,ok,Russell Winfield,russel.winfield@example.com,9027392504036.0,vans-old-skool-butterfly-true-white-black,,,,,,review-1bdfd3d5-c121-441e-8dd3-4c6905599381
Decent enough,"It's a decent product for the price, but don't expect anything mind-blowing. It works fine for basic needs.",3,2026-01-04 07:16:23 UTC,wizard,ok,Imogene Wiegand,egnition_sample_8914@egnition.com,9027392504036.0,vans-old-skool-butterfly-true-white-black,,,,,,review-1515f471-f5db-48d6-a849-a8bb496f92bc
Poor experience,"I really wanted to like this, but it arrived with a slight defect. Customer service was okay, but the product isn't great.",2,2025-06-21 07:16:23 UTC,wizard,ok,Jose Treutel,egnition_sample_1884@egnition.com,9027392504036.0,vans-old-skool-butterfly-true-white-black,,,,,,review-9c084260-6dcb-4dae-8bfe-99ee457598e0
Disappointing,"Honestly, I'm quite disappointed. The material feels much cheaper than the photos suggested and it's already showing wear.",1,2026-04-04 07:16:23 UTC,wizard,ok,Anahi Von,egnition_sample_7880@egnition.com,9027392504036.0,vans-old-skool-butterfly-true-white-black,,,,,,review-11ca51a2-18fb-4fc1-beb5-bd37905e48c1
Disappointing,Save your money. There are better alternatives out there. This one started having issues within the first few days.,1,2026-03-17 07:16:23 UTC,wizard,ok,Ayumu Hirano,ayumu.hirano@example.com,9027392504036.0,vans-old-skool-butterfly-true-white-black,,,,,,review-b498f9ff-3191-435e-bbb0-288bfbddded5
Exactly as described,Solid product. It has a premium feel to it and the packaging was very secure. Would definitely buy again. Only downside was the slightly long shipping time.,5,2026-01-28 07:16:23 UTC,wizard,ok,Louvenia Schiller,egnition_sample_7133@egnition.com,9027392504036.0,vans-old-skool-butterfly-true-white-black,,,,,,review-f55e01fb-12d3-41bb-8e6c-0bce85531538
Does the job,"The quality is acceptable, though there are a few minor finishing issues. It does what it's supposed to do.",3,2026-04-29 07:16:23 UTC,wizard,ok,Alexandra Hill,egnition_sample_4088@egnition.com,9027392504036.0,vans-old-skool-butterfly-true-white-black,,,,,,review-b75dcd55-63ec-4bc0-be55-aeb692bcd66c
Poor experience,"I really wanted to like this, but it arrived with a slight defect. Customer service was okay, but the product isn't great.",1,2025-06-03 07:16:23 UTC,wizard,ok,Jose Treutel,egnition_sample_1884@egnition.com,9027392504036.0,vans-old-skool-butterfly-true-white-black,,,,,,review-87d95763-46ec-4d9b-870c-916c30a28af1
Exceeded expectations,Solid product. It has a premium feel to it and the packaging was very secure. Would definitely buy again.,5,2025-10-30 07:16:23 UTC,wizard,ok,Mikel Koepp,egnition_sample_4841@egnition.com,9027392438500.0,vans-sh-8-hi,,,,,,review-3406aaf9-d41b-4405-88de-cb71c13f1eb7
Exactly as described,Exactly what I was looking for. I've tried other brands before but this one feels much more durable.,4,2025-09-14 07:16:23 UTC,wizard,ok,Imogene Wiegand,egnition_sample_8914@egnition.com,9027392438500.0,vans-sh-8-hi,,,,,,review-bea7a915-9be0-4c7c-9683-c790cdfbb455
Poor experience,"The design is nice, but save your money. there are better alternatives out there. this one started having issues within the first few days.",2,2026-03-10 07:16:23 UTC,wizard,ok,Zita Bauch,egnition_sample_5854@egnition.com,9027392438500.0,vans-sh-8-hi,,,,,,review-661e95a0-46e6-4597-ade2-e96692833c0a
Issues from day one,Save your money. There are better alternatives out there. This one started having issues within the first few days.,2,2025-06-01 07:16:23 UTC,wizard,ok,Rex Kertzmann,egnition_sample_4279@egnition.com,9027392438500.0,vans-sh-8-hi,,,,,,review-928dc8cb-0b17-4f9d-962b-bc032a8d8e8f
Value for money,Arrived earlier than expected! It looks great and functions perfectly. Definitely worth the price point.,5,2026-05-03 07:16:23 UTC,wizard,ok,Lisette Sawayn,egnition_sample_2922@egnition.com,9027392438500.0,vans-sh-8-hi,,,,,,review-72cbcab2-7eef-4e60-b7d5-2ded108fff93
It is okay,"It's a decent product for the price, but don't expect anything mind-blowing. It works fine for basic needs.",3,2026-03-07 07:16:23 UTC,wizard,ok,Alexandrine Veum,egnition_sample_2376@egnition.com,9027392438500.0,vans-sh-8-hi,,,,,,review-512b7093-080b-4642-8a79-848cfebbc25a
Actually really good,Exactly what I was looking for. I've tried other brands before but this one feels much more durable.,4,2026-04-25 07:16:23 UTC,wizard,ok,Keegan Stokes,egnition_sample_0575@egnition.com,9027392438500.0,vans-sh-8-hi,,,,,,review-9aecf598-da1c-4ce3-9f9d-22077466bddd
Value for money,Arrived earlier than expected! It looks great and functions perfectly. Definitely worth the price point.,5,2025-12-02 07:16:23 UTC,wizard,ok,Thaddeus Sipes,egnition_sample_8211@egnition.com,9027392438500.0,vans-sh-8-hi,,,,,,review-1043e8e3-9ff7-4a7d-981e-84e2011edef0
Mixed feelings,"Good enough, but I feel like it could be a bit more sturdy. I'll keep it, but I'm not totally in love with it.",3,2025-08-27 07:16:23 UTC,wizard,ok,Hettie Bogisich,egnition_sample_8915@egnition.com,9027392438500.0,vans-sh-8-hi,,,,,,review-7d5ec39d-5080-42c7-8841-1a4c7f78eaf7
Exceeded expectations,"I was skeptical at first, but after using it for a week, I'm genuinely impressed. The build quality is top-notch.",4,2026-01-27 07:16:23 UTC,wizard,ok,Russell Winfield,russel.winfield@example.com,9027392438500.0,vans-sh-8-hi,,,,,,review-10d77a94-92d8-497d-88c7-b28d5dfb1bd1
Value for money,"I was skeptical at first, but after using it for a week, I'm genuinely impressed. The build quality is top-notch. Only downside was the slightly long shipping time.",5,2025-12-12 07:16:23 UTC,wizard,ok,Jarret Nikolaus,egnition_sample_4453@egnition.com,9027392438500.0,vans-sh-8-hi,,,,,,review-7baf1472-d5d0-41c2-b67b-16bee95b6fe3
Regret this purchase,The description was a bit misleading. It's much smaller than expected and the performance is subpar.,2,2025-07-18 07:16:23 UTC,wizard,ok,Ralph Gulgowski,egnition_sample_6422@egnition.com,9027392438500.0,vans-sh-8-hi,,,,,,review-1b0549a2-78b3-4b68-b2e7-4115f3b2124b
Regret this purchase,The description was a bit misleading. It's much smaller than expected and the performance is subpar.,2,2026-02-16 07:16:23 UTC,wizard,ok,Brendon Schneider,egnition_sample_2630@egnition.com,9027392438500.0,vans-sh-8-hi,,,,,,review-48a13ede-00c5-46ae-a0a1-e1194e7ba996
Poor experience,The description was a bit misleading. It's much smaller than expected and the performance is subpar.,2,2026-05-05 07:16:23 UTC,wizard,ok,Aglae Cassin,egnition_sample_9805@egnition.com,9027392438500.0,vans-sh-8-hi,,,,,,review-60adcc93-0643-4650-a791-473e1ce67dd7
Poor experience,Save your money. There are better alternatives out there. This one started having issues within the first few days.,1,2026-01-11 07:16:23 UTC,wizard,ok,Madisyn Romaguera,egnition_sample_1637@egnition.com,9027392438500.0,vans-sh-8-hi,,,,,,review-2acc791d-a77d-4f0d-a60f-e7815d5b1710
A solid purchase,Arrived earlier than expected! It looks great and functions perfectly. Definitely worth the price point. Only downside was the slightly long shipping time.,5,2026-01-23 07:16:23 UTC,wizard,ok,Rosie Runolfsdottir,egnition_sample_2403@egnition.com,9027392438500.0,vans-sh-8-hi,,,,,,review-b36f7628-5975-43c5-acf1-e256b9bb2089
Exceeded expectations,"I was skeptical at first, but after using it for a week, I'm genuinely impressed. The build quality is top-notch. Only downside was the slightly long shipping time.",5,2026-01-24 07:16:23 UTC,wizard,ok,Gillian Wilderman,egnition_sample_5781@egnition.com,9027392438500.0,vans-sh-8-hi,,,,,,review-3115d229-5c1a-4535-803b-745b998594e3
Exactly as described,Exactly what I was looking for. I've tried other brands before but this one feels much more durable.,4,2025-07-29 07:16:23 UTC,wizard,ok,Reilly Ebert,egnition_sample_5234@egnition.com,9027392438500.0,vans-sh-8-hi,,,,,,review-17294eab-72f2-4b66-9af4-eb28f6383846
Value for money,"I was skeptical at first, but after using it for a week, I'm genuinely impressed. The build quality is top-notch.",4,2025-09-15 07:16:23 UTC,wizard,ok,Aglae Cassin,egnition_sample_9805@egnition.com,9027392438500.0,vans-sh-8-hi,,,,,,review-28fb44e8-0f05-4614-9fbe-c1b0e8945725
Subpar material,The description was a bit misleading. It's much smaller than expected and the performance is subpar.,2,2025-08-18 07:16:23 UTC,wizard,ok,Saul Veum,egnition_sample_3306@egnition.com,9027392438500.0,vans-sh-8-hi,,,,,,review-c08d8a8c-c8e8-4c29-98fd-89696960fd46
Exceeded expectations,"I was skeptical at first, but after using it for a week, I'm genuinely impressed. The build quality is top-notch. Only downside was the slightly long shipping time.",4,2026-04-07 07:16:23 UTC,wizard,ok,Alexandra Hill,egnition_sample_4088@egnition.com,9027392438500.0,vans-sh-8-hi,,,,,,review-fe2ca851-b48d-4a48-959d-07f0447e6e45
Value for money,Solid product. It has a premium feel to it and the packaging was very secure. Would definitely buy again. Only downside was the slightly long shipping time.,4,2025-09-21 07:16:23 UTC,wizard,ok,Juliana Bogisich,egnition_sample_1818@egnition.com,9027392438500.0,vans-sh-8-hi,,,,,,review-0996f078-5dc4-42fb-96d6-f68482be9d17
Not worth it,"Honestly, I'm quite disappointed. The material feels much cheaper than the photos suggested and it's already showing wear.",1,2026-02-01 07:16:23 UTC,wizard,ok,Madisyn Romaguera,egnition_sample_1637@egnition.com,9027392438500.0,vans-sh-8-hi,,,,,,review-83f8e4b2-0099-46e7-9b20-547f968af577
Subpar material,The description was a bit misleading. It's much smaller than expected and the performance is subpar.,2,2025-05-18 07:16:23 UTC,wizard,ok,Imogene Wiegand,egnition_sample_8914@egnition.com,9027392438500.0,vans-sh-8-hi,,,,,,review-873512d8-ea19-4d48-b436-6955dc1667fc
Actually really good,Arrived earlier than expected! It looks great and functions perfectly. Definitely worth the price point.,5,2025-11-20 07:16:23 UTC,wizard,ok,Reilly Ebert,egnition_sample_5234@egnition.com,9027392438500.0,vans-sh-8-hi,,,,,,review-98b3d594-e12b-4084-8f07-67c48e380b71
Surprised by the quality,"I was skeptical at first, but after using it for a week, I'm genuinely impressed. The build quality is top-notch.",4,2025-06-06 07:16:23 UTC,wizard,ok,Gillian Wilderman,egnition_sample_5781@egnition.com,9027392405732.0,vans-era-59-desert-cowboy,,,,,,review-4af6a525-e29b-4605-86e6-e6e3a8e22cd0
